date,taiex_close,taiex_drawdown,asset,asset_source
2020-01-30,11421.74,-0.06223988715751716,18.703229904174805,0050 Yahoo adjusted close
2020-01-31,11495.1,-0.05621680469563972,18.849918365478516,0050 Yahoo adjusted close
2020-02-03,11354.92,-0.06772601543045409,18.66131591796875,0050 Yahoo adjusted close
2020-02-04,11555.92,-0.0512232949446666,18.986133575439453,0050 Yahoo adjusted close
2020-02-05,11573.62,-0.04977007030487324,19.038524627685547,0050 Yahoo adjusted close
2020-02-06,11749.68,-0.0353150008087153,19.342388153076172,0050 Yahoo adjusted close
2020-02-07,11612.81,-0.04655245032557975,19.11187171936035,0050 Yahoo adjusted close
2020-02-10,11574.07,-0.04973312391572604,19.069957733154297,0050 Yahoo adjusted close
2020-02-11,11664.04,-0.042346309178878716,19.227127075195312,0050 Yahoo adjusted close
2020-02-12,11774.19,-0.03330265414649314,19.415733337402344,0050 Yahoo adjusted close
2020-02-13,11791.78,-0.03185846084626931,19.447166442871094,0050 Yahoo adjusted close
2020-02-14,11815.7,-0.029894555005373524,19.47859764099121,0050 Yahoo adjusted close
2020-02-17,11763.51,-0.03417951511558881,19.342388153076172,0050 Yahoo adjusted close
2020-02-18,11648.98,-0.043582781669007975,19.080434799194336,0050 Yahoo adjusted close
2020-02-19,11758.84,-0.03456293653185061,19.300472259521484,0050 Yahoo adjusted close
2020-02-20,11725.09,-0.037333915717897015,19.21664810180664,0050 Yahoo adjusted close
2020-02-21,11686.35,-0.0405145893080433,19.12234878540039,0050 Yahoo adjusted close
2020-02-24,11534.87,-0.052951564925889594,18.8813533782959,0050 Yahoo adjusted close
2020-02-25,11540.23,-0.052511492379601954,18.933744430541992,0050 Yahoo adjusted close
2020-02-26,11433.62,-0.061264502484028815,18.74513816833496,0050 Yahoo adjusted close
2020-02-27,11292.17,-0.07287798413932556,18.577489852905273,0050 Yahoo adjusted close
2020-03-02,11170.46,-0.08287075085736151,18.305063247680664,0050 Yahoo adjusted close
2020-03-03,11327.72,-0.06995921939669014,18.567012786865234,0050 Yahoo adjusted close
2020-03-04,11392.35,-0.0646528968842699,18.692750930786133,0050 Yahoo adjusted close
2020-03-05,11514.82,-0.05459773182011873,18.902305603027344,0050 Yahoo adjusted close
2020-03-06,11321.81,-0.07044444864082444,18.51462173461914,0050 Yahoo adjusted close
2020-03-09,10977.64,-0.09870186809153836,17.99072265625,0050 Yahoo adjusted close
2020-03-10,11003.54,-0.09657539813839444,18.085023880004883,0050 Yahoo adjusted close
2020-03-11,10893.75,-0.10558949605946233,17.87546730041504,0050 Yahoo adjusted close
